,Age,Gender,Occupation,Income,Fitness Club Member,Frequency of Visits,Duration of Visits,Class Type,Class Day,Class Time,Class Duration,Attitude towards Fitness,Motivation Levels,Past Attendance History,Weather,Location,Time of Day,label
945,22,Male,Teacher,80992.51449661552,True,3,0.8502420485653528,Group Fitness,Saturday,4 PM,0.8724679792559228,Positive,High,Never Attends,Overcast,Rural,12 PM,1
946,64,Female,Other,84670.62327494576,False,5,0.309493894803208,Pool,Monday,7 PM,1.2668498863179884,Negative,High,Regularly Attends,Rainy,Suburban,11 AM,0
947,22,Female,Other,26323.99782380615,False,5,0.04854138040957201,Spinning,Saturday,8 AM,1.1767311960709952,Neutral,High,Never Attends,Rainy,Rural,5 PM,0
948,43,Male,Other,52656.35875024955,False,1,0.47596941091797884,Spinning,Sunday,6 PM,0.8516492335985961,Negative,Medium,Rarely Attends,Sunny,Downtown,6 PM,0
949,46,Female,Doctor,46890.551088566666,True,2,1.2916745990841882,Strength Training,Friday,8 PM,1.0134414422373585,Mixed,Low,Rarely Attends,Rainy,Suburban,6 PM,1
950,54,Female,Teacher,57131.62377365393,False,2,0.22535565264933077,Group Fitness,Friday,2 PM,0.5994340010886472,Mixed,High,Rarely Attends,Sunny,Beach,4 PM,1
951,52,Female,Engineer,45995.756193035835,True,3,1.4711204437987229,Group Fitness,Tuesday,1 PM,1.087645482028778,Mixed,Medium,Regularly Attends,Cloudy,Rural,6 AM,1
952,41,Male,Other,68838.79911129456,False,4,1.0793479956273733,Strength Training,Tuesday,10 AM,1.413859245314736,Mixed,Medium,Sometimes Attends,Snowy,Beach,2 PM,0
953,27,Female,Teacher,21005.051697374143,True,3,0.4338802393821264,Group Fitness,Wednesday,2 PM,0.9357645714608713,Negative,High,Sometimes Attends,Cloudy,Rural,5 PM,1
954,39,Female,Other,95421.78207995353,True,2,0.8350500736276165,Strength Training,Tuesday,8 PM,1.1284659158985364,Mixed,High,Rarely Attends,Overcast,Downtown,8 AM,1
955,27,Male,Teacher,33136.96509089458,True,4,0.8114041730237478,Yoga,Sunday,3 PM,0.752094705281236,Positive,Low,Sometimes Attends,Overcast,Downtown,6 AM,1
956,64,Male,Doctor,93757.77257319374,False,5,0.14173157434863737,Strength Training,Monday,4 PM,0.7397270056088456,Neutral,High,Sometimes Attends,Rainy,Downtown,5 PM,0
957,64,Female,Other,78006.39130788007,False,1,0.7090989637368097,Yoga,Monday,4 PM,0.8029525682957381,Positive,Low,Sometimes Attends,Sunny,Other,4 PM,1
958,63,Male,Other,38578.26396258449,False,3,0.795152032136268,Yoga,Wednesday,6 AM,0.7245184611061914,Neutral,Medium,Never Attends,Sunny,Suburban,6 PM,0
959,48,Male,Student,86700.48383766515,True,4,0.7901775464508218,Pool,Thursday,7 PM,1.4833087192000676,Positive,High,Regularly Attends,Snowy,Suburban,3 PM,1
960,64,Male,Other,52187.348830462375,True,3,0.712242487694905,Group Fitness,Wednesday,3 PM,0.8099668661400925,Neutral,High,Never Attends,Overcast,Beach,10 AM,1
961,24,Male,Doctor,55642.801246795825,False,3,1.635627881135718,Spinning,Tuesday,9 AM,1.492151168380155,Negative,High,Never Attends,Cloudy,Suburban,8 PM,0
962,65,Female,Engineer,71998.34219820688,False,5,1.4464785973559626,Spinning,Friday,11 AM,1.2228912823331688,Positive,Medium,Rarely Attends,Overcast,Resort,11 AM,0
963,23,Female,Doctor,62966.91448812437,False,4,0.9740341058079007,Cardio,Friday,9 AM,1.233383533931496,Positive,Low,Regularly Attends,Sunny,Suburban,12 PM,1
964,23,Female,Doctor,59019.468422148886,False,1,0.861352240566597,Yoga,Monday,3 PM,0.9073333996098927,Neutral,Medium,Rarely Attends,Snowy,Suburban,8 PM,0
965,32,Female,Engineer,84009.41210792918,False,1,1.7866624390802324,Strength Training,Saturday,6 AM,0.8010489409410009,Mixed,High,Regularly Attends,Snowy,Downtown,4 PM,0
966,41,Male,Engineer,52636.42973615329,True,5,1.5660574130609237,Strength Training,Sunday,10 AM,1.1017276212641032,Neutral,Low,Regularly Attends,Sunny,Rural,6 AM,1
967,66,Female,Doctor,80544.99937788569,False,3,1.016827012155077,Strength Training,Sunday,4 PM,0.9335447411698476,Negative,High,Never Attends,Sunny,Beach,7 AM,1
968,35,Female,Other,69709.92739844458,False,1,1.7335730362299386,Spinning,Saturday,7 PM,1.1900680212319013,Positive,Low,Rarely Attends,Sunny,Resort,3 PM,1
969,42,Female,Doctor,65834.68357852643,False,1,0.21125140242133789,Cardio,Friday,8 AM,1.4765638715679859,Negative,Low,Never Attends,Snowy,Beach,1 PM,0
970,62,Male,Student,59808.17246915384,True,5,1.4857306031037811,Strength Training,Monday,6 AM,1.2547710901913636,Neutral,High,Never Attends,Overcast,Downtown,2 PM,1
971,35,Female,Teacher,60348.56641753855,False,5,1.5677633062809684,Spinning,Monday,1 PM,1.3845752644467593,Mixed,Low,Regularly Attends,Snowy,Other,8 AM,0
972,29,Female,Engineer,31976.46052961038,True,1,1.468151067016702,Yoga,Sunday,6 PM,1.1826306093463854,Positive,High,Never Attends,Rainy,Downtown,5 PM,1
973,63,Female,Student,89110.23214771607,True,1,0.8055449314702443,Strength Training,Tuesday,11 AM,1.2632499962903008,Negative,Medium,Sometimes Attends,Sunny,Downtown,7 PM,1
974,39,Female,Teacher,73988.70379584885,False,3,0.8502936926978972,Spinning,Thursday,3 PM,0.5554231580635339,Neutral,Low,Never Attends,Cloudy,Downtown,7 AM,0
975,44,Female,Engineer,53843.16895155409,False,1,0.46255469193606946,Group Fitness,Wednesday,5 PM,1.100219366203361,Negative,Low,Regularly Attends,Sunny,Suburban,6 AM,1
976,51,Male,Other,43383.03959822425,False,4,0.5851844974146037,Yoga,Monday,5 PM,1.105647873362844,Mixed,Low,Rarely Attends,Cloudy,Suburban,1 PM,0
977,36,Male,Teacher,25378.318878790004,False,4,1.941883949888615,Yoga,Wednesday,12 PM,1.2827462375014997,Negative,Medium,Sometimes Attends,Overcast,Resort,6 AM,0
978,67,Female,Other,88170.415724924,False,5,0.9111549370119616,Pool,Thursday,4 PM,1.1072135117723831,Mixed,High,Regularly Attends,Overcast,Rural,6 AM,0
979,64,Male,Doctor,50008.87749112342,False,3,1.369158822252351,Pool,Friday,4 PM,0.9152211025412654,Negative,Medium,Rarely Attends,Rainy,Other,2 PM,0
980,44,Male,Other,33864.427413321115,True,3,0.1582402770391247,Pool,Wednesday,7 PM,0.9835619593117675,Positive,Medium,Rarely Attends,Snowy,Rural,8 AM,1
981,25,Female,Student,72777.4309745272,True,4,0.7602518263913622,Pool,Thursday,7 AM,1.3481819810718343,Positive,Low,Rarely Attends,Cloudy,Beach,5 PM,1
982,53,Male,Teacher,97354.81628306261,False,4,0.025653982555513544,Pool,Wednesday,5 PM,0.6090848227420261,Neutral,High,Regularly Attends,Cloudy,Downtown,7 AM,0
983,19,Male,Other,77313.3104567146,True,2,1.539458610497368,Yoga,Friday,12 PM,1.4423624607155505,Mixed,Low,Never Attends,Sunny,Resort,1 PM,1
984,55,Male,Student,84684.08078823265,False,3,0.9506750100457235,Yoga,Wednesday,6 AM,0.9415800881175153,Positive,Low,Sometimes Attends,Rainy,Rural,7 AM,0
985,22,Female,Student,44020.85432054682,True,4,0.3031893432718842,Strength Training,Friday,9 AM,0.8867084792277334,Positive,Medium,Never Attends,Overcast,Downtown,11 AM,1
986,54,Male,Teacher,22936.02755070854,False,3,1.654675948037159,Group Fitness,Monday,5 PM,1.2711628217719722,Neutral,Low,Never Attends,Snowy,Suburban,7 AM,0
987,29,Female,Other,86598.69929140207,True,5,1.4346046396355108,Yoga,Saturday,11 AM,1.0240319897260381,Neutral,Medium,Regularly Attends,Cloudy,Other,10 AM,1
988,25,Female,Other,84144.30511565931,False,1,1.4541841049301656,Yoga,Saturday,6 AM,0.8390201139566539,Neutral,High,Sometimes Attends,Snowy,Beach,1 PM,0
989,46,Male,Student,73315.5907099339,True,4,1.5283613369808258,Group Fitness,Friday,10 AM,1.2778171132960514,Neutral,Low,Sometimes Attends,Cloudy,Rural,5 PM,1
990,49,Male,Doctor,58982.964099404686,False,2,0.9481915815997444,Spinning,Friday,6 AM,0.6848008427607277,Positive,Low,Rarely Attends,Sunny,Downtown,12 PM,0
991,19,Male,Engineer,70745.89603176815,True,5,0.3225020363283382,Yoga,Friday,10 AM,1.381481207733433,Mixed,Low,Rarely Attends,Sunny,Other,7 PM,1
992,25,Male,Student,24009.46495823214,False,5,0.8817314449498566,Pool,Friday,8 AM,0.8352027444210736,Neutral,Medium,Sometimes Attends,Rainy,Rural,1 PM,0
993,51,Male,Student,35537.028769897835,False,3,1.0423909286580593,Group Fitness,Friday,8 PM,0.6348831157859914,Neutral,High,Never Attends,Snowy,Downtown,1 PM,0
994,19,Female,Other,98761.1960512032,False,5,0.1462792087653011,Spinning,Tuesday,6 AM,0.602444586692299,Mixed,Low,Never Attends,Rainy,Beach,6 AM,0
995,30,Male,Doctor,54666.23319343676,True,1,1.8575028796396227,Group Fitness,Saturday,9 AM,1.0562752102087622,Mixed,High,Rarely Attends,Sunny,Beach,5 PM,1
996,69,Female,Student,23520.32267972823,True,4,0.23981451127999565,Spinning,Friday,12 PM,1.0188243728945028,Neutral,High,Regularly Attends,Snowy,Downtown,6 AM,1
997,49,Male,Doctor,69852.71601504949,False,2,0.4729038887936239,Strength Training,Wednesday,7 AM,0.7882159770855653,Negative,High,Never Attends,Overcast,Resort,6 AM,0
998,18,Male,Student,89651.55350919535,False,1,1.5874602902044663,Pool,Thursday,7 PM,0.8902633622590188,Positive,High,Sometimes Attends,Overcast,Beach,6 PM,0
999,56,Male,Teacher,45494.24928745778,True,2,0.7553808151813215,Pool,Saturday,1 PM,0.9445440313372577,Neutral,Low,Never Attends,Overcast,Resort,1 PM,1
